-0.943560	0.132079	0.303726	0.000000	-0.296231	0.073590	-0.952277	0.000000	-0.148127	-0.988504	-0.030311	0.000000	-0.385435	1.618581	0.222618	1.000000	
-0.799418	0.270007	0.536681	0.000000	-0.431474	0.363569	-0.825619	0.000000	-0.418044	-0.891579	-0.174142	0.000000	-0.257423	1.460430	0.198288	1.000000	
-0.569568	0.304459	0.763477	0.000000	-0.395001	0.713189	-0.579082	0.000000	-0.720810	-0.631401	-0.285948	0.000000	-0.188367	1.235230	0.080303	1.000000	
-0.337232	0.258035	0.905369	0.000000	-0.425790	0.815913	-0.391138	0.000000	-0.839629	-0.517401	-0.165283	0.000000	-0.304413	1.159851	-0.177228	1.000000	
-0.519910	0.173586	0.836398	0.000000	-0.327891	0.863576	-0.383045	0.000000	-0.788785	-0.473397	-0.392064	0.000000	-0.461360	1.126257	-0.215555	1.000000	
-0.851122	0.090230	0.517155	0.000000	-0.282839	0.751097	-0.596536	0.000000	-0.442259	-0.653997	-0.613755	0.000000	-0.604877	1.210287	-0.116327	1.000000	
-0.982284	0.002985	0.187374	0.000000	-0.142487	0.637540	-0.757126	0.000000	-0.121719	-0.770411	-0.625820	0.000000	-0.751292	1.287640	-0.057013	1.000000	
-0.982803	-0.102098	-0.153866	0.000000	0.097390	0.421352	-0.901653	0.000000	0.156889	-0.901132	-0.404163	0.000000	-0.910097	1.407909	-0.057561	1.000000	
-0.971947	0.188747	0.140334	0.000000	-0.060063	0.377690	-0.923982	0.000000	-0.227401	-0.906490	-0.355758	0.000000	-0.726842	1.461068	-0.084207	1.000000	
-0.893230	0.346007	0.287088	0.000000	-0.117032	0.437591	-0.891525	0.000000	-0.434101	-0.829936	-0.350376	0.000000	-0.529346	1.456745	-0.085143	1.000000	
-0.736591	0.586163	0.337411	0.000000	-0.029729	0.470335	-0.881987	0.000000	-0.675685	-0.659695	-0.329019	0.000000	-0.234305	1.452507	-0.048404	1.000000	
-0.634080	0.613557	0.470627	0.000000	-0.144364	0.503993	-0.851557	0.000000	-0.759672	-0.607897	-0.230996	0.000000	-0.080750	1.430529	-0.128627	1.000000	
-0.517766	0.577023	0.631635	0.000000	-0.280604	0.582920	-0.762538	0.000000	-0.808195	-0.572056	-0.139901	0.000000	-0.305937	1.340037	-0.208694	1.000000	
-0.693953	0.393705	0.602848	0.000000	-0.268582	0.635291	-0.724064	0.000000	-0.668052	-0.664381	-0.335120	0.000000	-0.618765	1.265174	-0.224154	1.000000	
-0.832430	0.335309	0.441167	0.000000	-0.010605	0.786357	-0.617681	0.000000	-0.554029	-0.518855	-0.651031	0.000000	-0.771743	1.148646	-0.233438	1.000000	
-0.943939	0.264146	0.198004	0.000000	0.121686	0.835970	-0.535113	0.000000	-0.306873	-0.481020	-0.821248	0.000000	-0.893450	1.128509	-0.306799	1.000000	
-0.929423	0.262746	0.259109	0.000000	0.012024	0.723352	-0.690375	0.000000	-0.368820	-0.638535	-0.675459	0.000000	-0.929279	1.226131	-0.308317	1.000000	
-0.885875	0.312238	0.343123	0.000000	-0.123505	0.554192	-0.823175	0.000000	-0.447183	-0.771607	-0.452382	0.000000	-0.799564	1.392496	-0.275278	1.000000	
-0.925409	0.320538	0.202171	0.000000	0.003706	0.541104	-0.840947	0.000000	-0.378951	-0.777471	-0.501931	0.000000	-0.580969	1.543696	-0.138528	1.000000	
-0.911238	0.409619	0.043102	0.000000	0.252161	0.637557	-0.727967	0.000000	-0.325670	-0.652483	-0.684255	0.000000	-0.437093	1.606624	0.085727	1.000000	
